epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,1186.49,2.53958,1.21234,1.96578,0.91435,0.92722,0.96803,0.65473,2.33795,1.0371,1.96145,0.00097775,0.00097775,0.00097775
24,1247.41,2.49426,1.17775,1.96379,0.92917,0.91604,0.95904,0.64271,2.38141,1.0033,1.97086,0.000965375,0.000965375,0.000965375
25,1296.48,2.49126,1.16957,1.95596,0.91742,0.92295,0.96649,0.65591,2.30798,0.97935,1.93591,0.000953,0.000953,0.000953
26,1344.47,2.47233,1.15435,1.95778,0.94054,0.91119,0.96687,0.66472,2.33812,0.99245,1.96366,0.000940625,0.000940625,0.000940625
27,1393.11,2.47218,1.15164,1.95049,0.9374,0.91426,0.97353,0.67083,2.316,0.98386,1.93185,0.00092825,0.00092825,0.00092825
28,1449.49,2.45746,1.14771,1.95338,0.91469,0.94013,0.97192,0.65839,2.32499,1.00808,1.95337,0.000915875,0.000915875,0.000915875
29,1498.65,2.45181,1.1292,1.94213,0.94947,0.9322,0.97019,0.67074,2.29887,1.0134,1.93433,0.0009035,0.0009035,0.0009035
30,1547.41,2.43637,1.12192,1.93575,0.95024,0.941,0.97814,0.67769,2.29736,0.95762,1.94028,0.000891125,0.000891125,0.000891125
31,1596.65,2.42299,1.14267,1.93204,0.95542,0.95292,0.98017,0.67698,2.32836,0.94384,1.95096,0.00087875,0.00087875,0.00087875
32,1654.51,2.41171,1.1127,1.93787,0.96072,0.92602,0.97421,0.67306,2.31741,0.94877,1.95064,0.000866375,0.000866375,0.000866375
33,1703.16,2.37804,1.09091,1.91901,0.95697,0.92961,0.98024,0.67682,2.28022,0.92787,1.92331,0.000854,0.000854,0.000854
34,1752.67,2.35362,1.06793,1.92484,0.95133,0.94434,0.98261,0.68484,2.23117,0.8972,1.90804,0.000841625,0.000841625,0.000841625
35,1801.73,2.35213,1.05454,1.916,0.94715,0.93697,0.97889,0.68217,2.22799,0.90303,1.9061,0.00082925,0.00082925,0.00082925
36,1859.17,2.34918,1.06206,1.91103,0.95697,0.9325,0.98272,0.69508,2.21409,0.88913,1.90082,0.000816875,0.000816875,0.000816875
37,1907.91,2.33532,1.05079,1.91738,0.96163,0.94025,0.98405,0.70441,2.1904,0.86915,1.90248,0.0008045,0.0008045,0.0008045
38,1957.7,2.3083,1.04201,1.91209,0.94717,0.96388,0.98476,0.69633,2.22402,0.86845,1.9185,0.000792125,0.000792125,0.000792125
39,2005.99,2.32812,1.03528,1.90746,0.95461,0.95114,0.9857,0.69755,2.20348,0.87885,1.90931,0.00077975,0.00077975,0.00077975
40,2063.82,2.30844,1.02624,1.90895,0.92963,0.96968,0.98497,0.70943,2.13068,0.84091,1.89636,0.000767375,0.000767375,0.000767375
41,2112.62,2.30178,1.01834,1.89432,0.97216,0.94654,0.98629,0.69237,2.17725,0.84208,1.89128,0.000755,0.000755,0.000755
42,2162.12,2.30488,1.02293,1.90066,0.96056,0.94379,0.98349,0.70235,2.19805,0.86439,1.90509,0.000742625,0.000742625,0.000742625
43,2210.85,2.28932,1.00944,1.89723,0.94375,0.96146,0.98413,0.70668,2.14951,0.8337,1.89927,0.00073025,0.00073025,0.00073025
44,2268.46,2.26649,1.01445,1.90626,0.95986,0.95538,0.98059,0.69968,2.13404,0.82927,1.88495,0.000717875,0.000717875,0.000717875
45,2317.34,2.26595,1.00428,1.89725,0.95294,0.95676,0.98268,0.70035,2.13739,0.83012,1.88367,0.0007055,0.0007055,0.0007055
46,2366.77,2.26366,0.99496,1.89259,0.97005,0.93507,0.98408,0.70592,2.148,0.82591,1.90034,0.000693125,0.000693125,0.000693125
47,2415.4,2.23521,0.98735,1.8783,0.96248,0.95122,0.98678,0.71598,2.11469,0.8063,1.88844,0.00068075,0.00068075,0.00068075
48,2475.03,2.23697,0.97416,1.8798,0.98072,0.9483,0.98719,0.71455,2.10988,0.80762,1.86966,0.000668375,0.000668375,0.000668375
49,2526.43,2.2382,0.9849,1.87233,0.9734,0.94942,0.98733,0.71711,2.11009,0.80462,1.87427,0.000656,0.000656,0.000656
50,2577.93,2.20978,0.96748,1.87183,0.9699,0.96638,0.99039,0.71604,2.0908,0.80873,1.86249,0.000643625,0.000643625,0.000643625
51,2626.89,2.19704,0.97008,1.8692,0.95477,0.95414,0.98751,0.72355,2.06728,0.79519,1.86181,0.00063125,0.00063125,0.00063125
52,2685.07,2.19593,0.9499,1.86527,0.95631,0.96209,0.98821,0.71852,2.08722,0.79398,1.87138,0.000618875,0.000618875,0.000618875
53,2734.63,2.16823,0.9455,1.85371,0.96838,0.95595,0.98724,0.72199,2.07277,0.78577,1.86466,0.0006065,0.0006065,0.0006065
54,2784.1,2.1935,0.95529,1.85666,0.97742,0.94595,0.98964,0.72152,2.06292,0.77601,1.86214,0.000594125,0.000594125,0.000594125
55,2832.53,2.1521,0.92238,1.8563,0.95496,0.96266,0.98751,0.72025,2.07199,0.80047,1.86524,0.00058175,0.00058175,0.00058175
56,2890.51,2.17234,0.939,1.85622,0.96655,0.95171,0.98597,0.72103,2.06266,0.81444,1.86251,0.000569375,0.000569375,0.000569375
57,2939.1,2.15704,0.93414,1.87109,0.96877,0.95441,0.9867,0.72515,2.06377,0.79947,1.87033,0.000557,0.000557,0.000557
58,2987.65,2.1261,0.91339,1.85589,0.96676,0.96437,0.99057,0.72868,2.0446,0.76817,1.85392,0.000544625,0.000544625,0.000544625
59,3036.21,2.1327,0.90048,1.84711,0.9661,0.96115,0.98947,0.72584,2.04618,0.78875,1.85766,0.00053225,0.00053225,0.00053225
60,3093.09,2.1297,0.91948,1.84965,0.96998,0.96331,0.9905,0.73513,2.04033,0.77008,1.8618,0.000519875,0.000519875,0.000519875
61,3141.43,2.11208,0.90175,1.84594,0.97759,0.95939,0.99019,0.73037,2.00642,0.76784,1.85466,0.0005075,0.0005075,0.0005075
62,3190.59,2.10059,0.8941,1.84155,0.97029,0.96656,0.98924,0.73219,2.01458,0.76576,1.84569,0.000495125,0.000495125,0.000495125
63,3239.23,2.0904,0.88692,1.83449,0.97167,0.95984,0.98891,0.72462,2.02422,0.7589,1.84314,0.00048275,0.00048275,0.00048275
64,3295.34,2.10712,0.89793,1.83733,0.97274,0.95399,0.9868,0.72762,2.0062,0.74606,1.84213,0.000470375,0.000470375,0.000470375
65,3344.31,2.08762,0.89364,1.8424,0.96215,0.97261,0.99033,0.73074,1.99726,0.73429,1.84367,0.000458,0.000458,0.000458
66,3393.86,2.06594,0.88324,1.8265,0.97803,0.96038,0.98985,0.73853,2.00644,0.73593,1.84426,0.000445625,0.000445625,0.000445625
67,3441.78,2.0658,0.87106,1.82666,0.98154,0.97033,0.99217,0.7384,1.98673,0.73182,1.83143,0.00043325,0.00043325,0.00043325
68,3497.03,2.05564,0.87268,1.83386,0.98036,0.96466,0.99201,0.74014,1.99471,0.73624,1.84334,0.000420875,0.000420875,0.000420875
69,3546.1,2.04776,0.86114,1.82763,0.97709,0.96583,0.99097,0.73714,1.97701,0.72069,1.83633,0.0004085,0.0004085,0.0004085
70,3594.28,2.03968,0.86651,1.82631,0.97672,0.96717,0.99003,0.73809,1.97156,0.72023,1.83104,0.000396125,0.000396125,0.000396125
71,3642.96,2.04404,0.86053,1.82715,0.97186,0.96134,0.98912,0.74094,1.97919,0.72862,1.83518,0.00038375,0.00038375,0.00038375
72,3697.7,2.05302,0.86322,1.82304,0.97266,0.9632,0.9892,0.74093,1.97643,0.72389,1.83722,0.000371375,0.000371375,0.000371375
73,3748.16,2.01582,0.85108,1.82157,0.97933,0.96735,0.99186,0.73815,1.97642,0.71806,1.83812,0.000359,0.000359,0.000359
74,3796.96,2.01361,0.84284,1.81955,0.97752,0.9686,0.98948,0.74006,1.95993,0.72496,1.82987,0.000346625,0.000346625,0.000346625
75,3845.15,1.99435,0.83862,1.80881,0.96449,0.97684,0.99108,0.74426,1.95446,0.71356,1.82914,0.00033425,0.00033425,0.00033425
76,3908.16,1.99767,0.82577,1.80434,0.96557,0.96799,0.99084,0.74111,1.96266,0.73066,1.83524,0.000321875,0.000321875,0.000321875
77,3957.23,1.97902,0.82063,1.81136,0.97567,0.96411,0.99088,0.74293,1.96162,0.72845,1.83322,0.0003095,0.0003095,0.0003095
78,4005.87,1.99803,0.8384,1.8126,0.97454,0.96094,0.99122,0.74322,1.95956,0.7132,1.83259,0.000297125,0.000297125,0.000297125
79,4054.73,1.96859,0.81525,1.81085,0.97935,0.97008,0.99155,0.74753,1.95928,0.7132,1.8395,0.00028475,0.00028475,0.00028475
80,4110.67,1.96346,0.81408,1.81301,0.96884,0.96994,0.99142,0.74346,1.95009,0.7159,1.83057,0.000272375,0.000272375,0.000272375
81,4158.73,1.9481,0.80716,1.79684,0.98024,0.96098,0.99131,0.74615,1.94117,0.71762,1.82792,0.00026,0.00026,0.00026
82,4207.65,1.96202,0.81055,1.80392,0.97741,0.96373,0.99156,0.74912,1.93881,0.71566,1.82891,0.000247625,0.000247625,0.000247625
83,4255.68,1.936,0.80785,1.8011,0.97512,0.9626,0.99195,0.75056,1.93282,0.70558,1.82807,0.00023525,0.00023525,0.00023525
84,4310.56,1.92715,0.79684,1.80249,0.98056,0.96792,0.99244,0.7501,1.93548,0.69985,1.83469,0.000222875,0.000222875,0.000222875
85,4360.18,1.9373,0.8085,1.80629,0.9712,0.9687,0.99202,0.74995,1.93575,0.7048,1.83006,0.0002105,0.0002105,0.0002105
86,4409.14,1.92197,0.79114,1.78559,0.97292,0.96331,0.99209,0.75172,1.93344,0.7046,1.82325,0.000198125,0.000198125,0.000198125
87,4457.6,1.88248,0.78276,1.78658,0.96728,0.9652,0.99164,0.74881,1.92698,0.71009,1.82256,0.00018575,0.00018575,0.00018575
88,4519.6,1.89875,0.79792,1.79666,0.98147,0.97225,0.99272,0.75262,1.92163,0.69283,1.82056,0.000173375,0.000173375,0.000173375
89,4568.82,1.89259,0.78422,1.78863,0.97628,0.96754,0.99244,0.75647,1.92074,0.69397,1.81942,0.000161,0.000161,0.000161
90,4618.44,1.89088,0.77891,1.79707,0.9745,0.97392,0.99259,0.75556,1.92485,0.69206,1.81939,0.000148625,0.000148625,0.000148625
91,76.4548,1.74917,0.66389,1.75544,0.9682,0.96801,0.9914,0.75295,1.92234,0.69548,1.82163,0.00013625,0.00013625,0.00013625
92,126.356,1.74248,0.6511,1.75176,0.97451,0.97005,0.99194,0.75173,1.92387,0.69259,1.82239,0.000123875,0.000123875,0.000123875
93,175.474,1.72816,0.64977,1.7377,0.9735,0.9671,0.99205,0.74984,1.91838,0.69333,1.81866,0.0001115,0.0001115,0.0001115
94,226.239,1.70545,0.65005,1.73997,0.97463,0.96976,0.99231,0.75023,1.91789,0.69265,1.81709,9.9125e-05,9.9125e-05,9.9125e-05
95,275.496,1.70054,0.63904,1.74119,0.97471,0.96732,0.99157,0.74891,1.9169,0.69286,1.81596,8.675e-05,8.675e-05,8.675e-05
96,324.635,1.69555,0.64023,1.73502,0.9674,0.97423,0.99168,0.7501,1.92174,0.69091,1.81581,7.4375e-05,7.4375e-05,7.4375e-05
97,373.017,1.68487,0.63497,1.73936,0.96475,0.97354,0.99124,0.75064,1.92172,0.69269,1.81585,6.2e-05,6.2e-05,6.2e-05
98,421.346,1.66891,0.62609,1.7374,0.97413,0.96898,0.99126,0.75153,1.92056,0.68905,1.81669,4.9625e-05,4.9625e-05,4.9625e-05
99,467.828,1.66247,0.63281,1.73084,0.97345,0.96794,0.99135,0.75198,1.91619,0.69035,1.8169,3.725e-05,3.725e-05,3.725e-05
100,513.827,1.65617,0.62447,1.73131,0.97047,0.97312,0.99102,0.74997,1.91263,0.68933,1.81377,2.4875e-05,2.4875e-05,2.4875e-05
